ip_origem,tentativas_total,falhas,usuarios_distintos,intervalo_medio_seg,fracao_noturna,usuarios_inexistentes,sucesso_apos_falhas,portas_distintas,label
10.94.123.200,6,1,2,2249.5,0.015,0,1,1,benigno
10.241.103.52,7,0,2,2830.4,0.395,0,0,1,benigno
10.1.52.148,11,1,1,4691.6,0.238,0,0,2,benigno
10.149.188.101,6,3,2,3792.4,0.086,0,0,1,benigno
10.52.236.167,5,1,1,2990.7,0.029,0,1,1,benigno
10.223.62.182,5,1,1,4705.8,0.031,0,0,2,benigno
10.93.135.215,9,0,3,4043.2,0.096,0,1,1,benigno
10.17.0.18,6,1,1,4310.1,0.132,0,1,1,benigno
10.40.222.130,7,1,1,6266.2,0.048,0,0,1,benigno
10.29.83.161,7,0,2,2693.5,0.207,0,0,1,benigno
10.63.165.243,10,2,2,3672.4,0.098,0,0,2,benigno
10.128.241.149,7,0,1,821.1,0.284,0,0,2,benigno
10.45.155.250,8,1,2,3106.3,0.225,0,0,1,benigno
10.244.243.138,11,9,1,5258.0,0.036,0,0,1,benigno
10.29.115.67,9,6,3,6705.1,0.19,0,0,1,benigno
10.220.47.68,5,1,2,5509.0,0.201,0,0,1,benigno
10.144.176.232,12,0,1,1281.0,0.386,0,0,1,benigno
10.104.231.82,4,0,1,4793.6,0.058,0,1,1,benigno
10.103.193.1,13,0,3,911.7,0.07,0,0,1,benigno
10.45.92.89,4,0,1,4536.7,0.038,0,0,1,benigno
10.150.153.177,6,2,3,3114.6,0.01,0,0,2,benigno
10.144.193.76,6,1,3,4446.1,0.101,1,1,1,benigno
10.238.142.199,10,1,2,6484.7,0.45,0,0,1,benigno
10.12.180.205,3,0,1,1505.6,0.038,0,1,1,benigno
10.241.31.169,8,0,2,2667.8,0.062,0,0,1,benigno
10.46.0.66,231,219,23,1.1,0.71,10,0,1,brute_force
10.176.191.243,184,173,29,2.4,0.606,16,0,2,brute_force
10.142.28.194,126,0,1,568.6,0.2,0,0,1,benigno
10.67.221.160,154,0,1,455.1,0.015,0,0,1,benigno
10.92.127.183,5,1,2,1591.9,0.05,0,1,1,benigno
10.170.183.192,6,0,1,2520.8,0.164,0,1,1,benigno
10.149.90.106,4,0,1,9440.9,0.271,0,0,1,benigno
10.237.100.1,4,1,1,3783.8,0.022,0,0,1,benigno
10.152.17.87,5,0,3,3943.5,0.017,0,0,1,benigno
10.148.85.190,6,0,1,3650.1,0.307,0,1,1,benigno
10.55.188.125,204,181,26,0.8,0.864,14,0,1,brute_force
10.52.218.146,8,2,2,3505.6,0.178,0,0,1,benigno
10.49.37.222,20,1,1,3436.1,0.687,0,0,2,benigno
10.155.77.201,2,0,2,4740.3,0.275,0,0,2,benigno
10.41.216.132,21,1,1,1613.1,0.734,0,0,1,benigno
10.214.79.210,2,2,3,1705.5,0.097,0,0,2,benigno
10.151.64.96,218,195,27,3.5,0.411,14,0,1,brute_force
10.17.151.169,8,1,3,5643.5,0.11,0,0,1,benigno
10.117.126.183,6,1,1,600.7,0.123,0,1,2,benigno
10.49.121.51,12,11,1,4309.5,0.403,0,1,1,benigno
10.183.99.228,167,0,1,637.7,0.376,0,1,1,benigno
10.163.178.158,4,1,3,1018.1,0.034,0,1,1,benigno
10.166.0.191,146,1,1,333.9,0.593,0,0,2,benigno
10.232.234.197,10,1,3,2844.4,0.197,0,0,1,benigno
10.75.135.240,10,2,1,5251.0,0.106,0,0,1,benigno
10.63.83.210,10,0,2,8594.4,0.036,0,1,1,benigno
10.32.145.103,4,1,2,2676.4,0.117,0,0,1,benigno
10.230.210.131,197,190,31,0.4,0.244,13,0,1,brute_force
10.205.107.49,7,5,4,3075.9,0.466,2,0,1,brute_force
10.36.239.113,13,11,3,2959.7,0.594,3,0,2,brute_force
10.54.75.74,7,1,3,4173.2,0.067,0,0,2,benigno
10.175.35.132,4,2,1,1008.2,0.324,0,1,1,benigno
10.2.64.4,8,0,3,2753.5,0.173,0,1,1,benigno
10.33.15.215,8,6,5,3131.0,0.558,3,0,2,brute_force
10.120.163.164,7,1,1,7889.0,0.07,0,0,1,benigno
10.110.126.41,5,1,2,1028.3,0.017,0,0,1,benigno
10.171.102.219,188,164,21,2.0,0.756,8,0,3,brute_force
10.3.216.187,9,0,2,1453.6,0.017,0,1,1,benigno
10.139.160.47,2,0,3,2179.1,0.156,0,1,2,benigno
10.56.70.54,5,0,2,4212.5,0.13,0,1,1,benigno
10.142.41.113,9,0,3,1238.6,0.307,0,0,1,benigno
10.84.221.173,7,2,1,1939.4,0.042,0,0,1,benigno
10.228.198.150,5,1,1,6281.1,0.317,0,0,1,benigno
10.86.117.221,184,1,1,754.4,0.211,0,1,1,benigno
10.197.179.191,147,1,1,438.6,0.176,0,0,1,benigno
10.223.177.176,9,8,2,2644.3,0.473,2,0,1,brute_force
10.18.161.138,179,158,31,2.4,0.718,9,0,1,brute_force
10.73.83.8,4,0,3,3581.7,0.088,0,0,2,benigno
10.149.241.188,8,6,2,3965.7,0.371,1,0,1,benigno
10.118.64.51,4,1,1,5662.9,0.103,0,1,1,benigno
10.128.2.242,8,0,3,2335.5,0.276,0,1,2,benigno
10.118.240.232,6,1,2,5390.4,0.199,0,1,2,benigno
10.198.5.100,13,11,8,6799.5,0.504,1,0,1,brute_force
10.65.40.187,9,0,2,1899.3,0.31,0,1,1,benigno
10.231.112.47,204,174,25,5.3,0.199,11,1,1,brute_force
10.94.223.104,5,1,3,1695.7,0.025,0,0,1,benigno
10.196.122.76,7,0,2,4787.9,0.093,0,0,1,benigno
10.243.132.151,8,1,1,2033.8,0.277,0,0,1,benigno
10.215.234.155,8,0,3,3552.1,0.374,0,0,1,benigno
10.24.205.146,184,174,33,2.0,0.947,7,0,3,brute_force
10.102.131.39,4,0,2,5142.7,0.114,0,0,1,benigno
10.142.229.176,8,1,3,3269.8,0.071,0,0,1,benigno
10.24.194.134,8,0,1,10547.6,0.166,0,0,1,benigno
10.120.172.203,1,1,1,4040.1,0.107,0,1,2,benigno
10.189.12.174,15,12,1,2743.9,0.264,0,1,1,benigno
10.241.213.30,9,0,1,1238.6,0.129,0,1,2,benigno
10.49.163.107,7,1,2,1855.2,0.207,1,0,1,benigno
10.53.52.140,5,2,3,2956.9,0.077,0,0,1,benigno
10.187.6.174,2,1,3,6125.4,0.311,0,1,2,benigno
10.19.120.87,12,10,1,4494.2,0.158,1,0,2,benigno
10.25.74.142,14,12,5,2868.9,0.204,2,0,1,brute_force
10.115.192.135,10,0,2,1444.7,0.077,0,0,2,benigno
10.69.56.142,3,0,3,2215.6,0.159,0,1,2,benigno
10.1.65.197,5,1,2,5215.5,0.074,0,1,1,benigno
10.48.173.73,7,0,1,6435.4,0.421,0,0,2,benigno
10.95.157.91,4,1,1,3775.2,0.412,0,0,2,benigno
10.174.84.24,12,0,2,763.7,0.221,0,0,1,benigno
10.91.95.112,8,1,2,5719.2,0.124,0,1,2,benigno
10.68.207.26,7,6,7,726.5,0.583,1,0,1,brute_force
10.129.232.78,10,1,1,5361.3,0.278,0,0,1,benigno
10.54.71.215,11,9,4,4024.5,0.591,1,0,1,brute_force
10.245.242.17,197,191,35,3.8,0.741,18,0,1,brute_force
10.157.178.192,7,1,1,2156.4,0.024,0,0,1,benigno
10.164.218.213,5,1,3,1512.2,0.116,0,0,1,benigno
10.89.24.110,7,0,3,4882.2,0.23,0,1,2,benigno
10.2.192.66,6,1,1,4140.2,0.09,0,1,1,benigno
10.91.47.53,10,1,1,2314.5,0.068,0,0,1,benigno
10.129.240.245,8,0,3,1826.9,0.168,0,0,1,benigno
10.156.200.236,4,2,2,3781.1,0.133,0,0,1,benigno
10.94.247.179,8,0,1,1024.2,0.033,0,0,1,benigno
10.76.98.3,2,1,2,7712.1,0.172,0,0,1,benigno
10.200.140.47,8,0,2,2801.3,0.311,0,0,2,benigno
10.29.46.182,8,2,3,3054.6,0.048,0,1,1,benigno
10.90.248.178,6,2,1,7044.3,0.195,0,1,1,benigno
10.41.8.34,7,0,1,3797.0,0.072,0,0,2,benigno
10.250.155.110,5,0,1,1751.9,0.029,0,0,2,benigno
10.8.213.102,192,163,30,1.4,0.415,19,0,1,brute_force
10.56.60.148,7,0,2,2722.7,0.049,0,0,1,benigno
10.52.20.140,12,3,1,1768.1,0.082,0,0,2,benigno
10.27.232.29,6,2,1,3046.3,0.359,0,0,1,benigno
10.128.225.65,6,1,2,3855.7,0.17,0,0,1,benigno
10.231.138.85,8,1,2,3417.7,0.482,0,1,2,benigno
10.247.143.80,196,174,21,3.0,0.461,11,0,1,brute_force
10.70.70.180,4,0,1,1612.7,0.079,0,1,1,benigno
10.58.136.140,8,2,2,9169.0,0.013,0,1,1,benigno
10.189.214.227,227,216,29,1.1,0.591,14,1,1,brute_force
10.235.139.48,2,1,1,2951.1,0.2,0,0,2,benigno
10.182.63.41,7,0,1,3037.0,0.02,0,0,1,benigno
10.61.237.90,6,3,2,2145.4,0.651,0,0,1,benigno
10.202.55.40,9,1,1,2259.3,0.104,0,0,1,benigno
10.140.249.30,7,1,1,1279.6,0.311,0,0,1,benigno
10.132.206.48,6,0,2,5419.9,0.218,0,0,2,benigno
10.165.224.30,4,0,1,2250.4,0.297,0,0,1,benigno
10.154.219.108,215,185,41,7.5,0.638,14,1,3,brute_force
10.120.118.230,173,170,28,3.6,0.498,13,0,3,brute_force
10.174.76.144,12,0,1,2894.4,0.057,0,0,1,benigno
10.180.38.180,8,1,1,6966.8,0.03,0,0,1,benigno
10.105.159.207,7,1,3,4934.0,0.082,0,0,2,benigno
10.82.133.242,5,1,1,268.5,0.053,0,0,2,benigno
10.124.120.190,8,0,1,6816.5,0.015,0,1,1,benigno
10.171.149.203,210,204,21,4.9,0.514,10,0,1,brute_force
10.156.201.1,6,0,1,6575.6,0.579,0,0,2,benigno
10.16.81.172,3,0,3,3013.5,0.076,0,1,1,benigno
10.236.16.193,9,1,2,4233.4,0.087,0,0,1,benigno
10.200.250.137,4,1,3,7251.8,0.055,0,0,1,benigno
10.126.158.140,5,0,2,2715.4,0.146,0,0,1,benigno
10.133.161.38,212,202,23,1.8,0.633,11,0,1,brute_force
10.79.130.85,8,1,1,2938.5,0.268,0,0,1,benigno
10.98.63.4,5,1,3,3104.2,0.044,0,0,1,benigno
10.193.181.147,192,167,33,1.4,0.411,15,0,1,brute_force
10.249.48.146,10,6,1,1692.4,0.326,0,1,1,benigno
10.134.130.57,4,2,2,2903.5,0.078,0,0,1,benigno
10.90.149.236,4,1,3,5833.0,0.021,0,0,1,benigno
10.249.32.185,3,0,3,2672.3,0.046,0,0,1,benigno
10.87.112.131,7,0,1,1522.3,0.029,0,0,1,benigno
10.75.160.33,131,0,1,554.1,0.149,0,1,2,benigno
10.136.184.60,6,1,1,7592.4,0.332,0,1,2,benigno
10.55.233.210,10,1,1,4546.9,0.082,0,0,1,benigno
10.39.68.199,184,172,28,3.7,0.609,13,0,2,brute_force
10.146.217.112,6,0,1,2500.4,0.048,0,0,1,benigno
10.199.100.212,5,0,2,4556.3,0.012,0,0,1,benigno
10.36.56.149,10,0,1,3464.1,0.448,0,0,2,benigno
10.154.49.236,7,1,2,6523.1,0.201,0,0,1,benigno
10.28.224.217,5,1,3,6905.5,0.163,0,0,1,benigno
10.53.115.148,202,193,30,1.4,0.61,14,0,3,brute_force
10.67.195.104,7,0,2,8867.8,0.346,0,0,2,benigno
10.73.178.53,6,0,1,1562.3,0.146,0,0,1,benigno
10.82.58.64,15,3,1,3279.0,0.342,0,1,1,benigno
10.84.240.101,215,207,20,2.7,0.289,10,0,1,brute_force
10.96.29.152,5,1,1,2174.4,0.031,0,1,1,benigno
10.26.88.78,17,14,1,1625.9,0.023,1,0,1,benigno
10.159.26.233,9,1,2,3403.5,0.047,0,0,1,benigno
10.131.31.163,7,0,2,2233.0,0.025,0,0,2,benigno
10.146.23.129,8,2,2,2382.8,0.169,0,1,1,benigno
10.98.138.27,5,0,1,7947.2,0.354,0,0,2,benigno
10.76.175.123,209,206,31,5.2,0.525,8,0,2,brute_force
10.127.64.145,3,0,2,8490.6,0.089,0,1,1,benigno
10.186.61.173,11,1,2,4338.5,0.616,0,1,2,benigno
10.52.29.199,3,0,1,4389.5,0.026,1,0,1,benigno
10.120.111.215,7,1,1,2676.8,0.078,0,0,2,benigno
10.99.61.93,8,6,5,2753.3,0.294,2,0,1,brute_force
10.90.152.16,7,0,3,3702.7,0.13,0,0,1,benigno
10.30.171.59,12,1,1,1806.8,0.166,0,1,2,benigno
10.144.196.233,15,14,5,1604.0,0.447,1,1,1,brute_force
10.115.26.227,3,0,3,2088.1,0.305,0,0,1,benigno
10.188.8.198,19,15,3,5557.4,0.096,0,1,1,benigno
10.168.214.198,4,0,1,2814.8,0.357,0,0,2,benigno
10.15.114.91,9,0,2,5446.5,0.063,0,0,2,benigno
10.18.8.117,9,1,2,2711.1,0.154,0,0,1,benigno
10.212.170.5,5,0,1,1719.3,0.146,0,0,1,benigno
10.10.141.194,3,1,3,7640.6,0.127,0,0,1,benigno
10.87.239.47,11,8,4,4433.4,0.118,3,0,2,brute_force
10.202.133.61,6,1,1,4663.2,0.028,0,0,2,benigno
10.195.42.116,206,202,32,8.1,0.762,15,0,1,brute_force
10.141.247.219,11,10,1,5064.2,0.083,0,0,1,benigno
10.231.209.93,12,1,1,2281.3,0.11,0,0,1,benigno
10.95.243.119,200,183,21,1.8,0.355,13,0,3,brute_force
10.2.133.150,14,0,3,1192.1,0.823,0,0,1,benigno
10.219.161.89,3,0,1,2284.4,0.24,0,0,1,benigno
10.34.232.79,8,1,1,4159.4,0.268,0,0,2,benigno
10.86.201.184,6,2,1,2328.7,0.2,0,1,1,benigno
10.55.124.238,18,2,2,2948.3,0.969,0,0,1,benigno
10.19.29.143,12,9,2,4513.1,0.106,0,0,1,benigno
10.143.106.157,7,1,3,6718.8,0.192,0,0,1,benigno
10.2.176.8,8,0,1,1127.2,0.024,0,1,1,benigno
10.248.119.190,7,2,2,6147.3,0.079,0,0,1,benigno
10.188.72.151,193,182,23,5.7,0.736,11,0,1,brute_force
10.52.128.228,7,2,1,3297.3,0.342,0,1,2,benigno
10.57.233.34,6,0,3,4255.5,0.657,0,0,2,benigno
10.10.215.70,12,9,6,5504.4,0.725,1,0,1,brute_force
10.50.68.138,202,184,37,2.3,0.96,5,0,1,brute_force
10.220.218.21,11,10,2,3465.6,0.052,0,0,1,benigno
10.149.186.70,6,1,3,3686.4,0.322,0,1,1,benigno
10.39.75.58,4,1,1,4175.8,0.283,0,0,1,benigno
10.28.58.90,8,0,2,3388.9,0.362,0,0,2,benigno
10.191.21.61,6,0,2,1216.0,0.06,0,0,1,benigno
10.119.58.227,4,1,3,3408.1,0.136,0,0,1,benigno
10.183.1.167,199,173,32,1.3,0.581,16,0,3,brute_force
10.169.147.170,8,1,3,3090.5,0.089,0,0,1,benigno
10.83.142.51,7,0,1,2989.6,0.59,0,0,1,benigno
10.190.192.81,6,1,2,1293.2,0.207,0,0,1,benigno
10.95.76.127,6,1,1,4141.9,0.223,0,1,1,benigno
10.5.223.14,6,1,2,4916.3,0.082,0,1,2,benigno
10.200.166.99,197,173,25,5.4,0.502,12,1,3,brute_force
10.14.135.37,12,1,3,4178.7,0.231,0,1,1,benigno
10.171.122.169,182,164,33,3.0,0.503,5,0,1,brute_force
10.209.61.226,12,1,3,1394.8,0.92,0,0,1,benigno
10.26.204.145,185,180,26,2.5,0.695,17,0,1,brute_force
10.94.166.36,9,6,1,4063.9,0.113,1,0,1,benigno
10.184.231.53,8,1,2,3904.9,0.114,0,1,1,benigno
10.202.15.43,213,186,33,2.2,0.684,14,0,1,brute_force
10.165.67.1,5,2,2,5955.3,0.323,0,1,1,benigno
10.244.61.116,11,2,1,1557.5,0.053,0,0,1,benigno
10.112.172.7,164,0,1,791.7,0.254,0,0,1,benigno
10.246.208.110,199,178,31,4.6,0.73,16,1,2,brute_force
10.224.11.61,6,0,2,2488.0,0.236,0,1,1,benigno
10.217.127.194,10,2,2,3283.8,0.121,0,1,1,benigno
10.91.233.120,5,0,2,3501.3,0.143,0,0,1,benigno
10.212.177.82,6,1,2,3981.2,0.264,0,0,1,benigno
10.220.191.177,2,1,2,4210.5,0.035,0,0,1,benigno
10.10.200.147,10,8,1,2255.7,0.227,1,0,1,benigno
10.16.32.165,6,1,2,3501.8,0.078,0,0,1,benigno
10.210.197.38,7,1,2,4938.4,0.019,0,1,1,benigno
10.187.240.249,6,1,3,4436.0,0.017,0,0,1,benigno
10.44.154.233,146,1,1,532.8,0.488,0,0,2,benigno
10.67.34.113,9,0,1,4304.5,0.161,0,1,1,benigno
10.7.140.243,6,0,1,3465.0,0.459,0,0,2,benigno
10.170.19.37,6,1,2,2694.5,0.27,0,0,1,benigno
10.109.5.75,9,6,7,2205.3,0.283,1,0,2,brute_force
10.49.8.208,12,1,1,3384.0,0.956,0,0,1,benigno
10.32.85.182,6,1,3,5618.1,0.452,0,1,1,benigno
10.11.159.193,6,2,3,3264.5,0.085,0,0,1,benigno
10.42.173.63,9,1,1,4583.4,0.287,0,0,1,benigno
10.161.79.177,6,0,1,2033.2,0.187,0,0,1,benigno
10.228.132.17,5,1,1,4120.7,0.012,0,0,2,benigno
10.37.124.204,12,2,3,4525.5,0.194,0,1,1,benigno
10.213.78.234,190,162,29,1.5,0.631,15,0,1,brute_force
10.49.219.98,8,1,1,3328.6,0.009,0,0,1,benigno
10.160.161.25,12,9,6,2336.5,0.45,1,0,1,brute_force
10.60.89.112,9,0,3,2437.4,0.258,0,0,1,benigno
10.116.51.225,4,2,1,2669.9,0.111,0,0,2,benigno
10.37.185.201,9,6,7,2630.0,0.153,1,1,1,brute_force
10.88.25.143,9,7,3,2060.8,0.154,1,0,1,benigno
10.223.104.111,8,1,1,4736.7,0.182,0,1,2,benigno
10.163.132.68,8,0,3,2271.1,0.019,1,0,1,benigno
10.215.94.78,7,0,1,4385.3,0.012,0,0,1,benigno
10.112.22.178,11,1,1,1661.7,0.793,0,0,1,benigno
10.198.84.247,195,184,25,4.4,0.391,8,0,3,brute_force
10.47.208.240,13,11,2,2542.2,0.279,0,0,1,benigno
10.114.95.107,11,0,1,987.0,0.108,0,1,1,benigno
10.176.251.107,8,0,1,4941.7,0.232,0,1,1,benigno
10.182.171.220,9,0,2,3347.9,0.245,0,0,1,benigno
10.4.22.38,11,0,2,3104.5,0.39,0,1,1,benigno
10.161.72.212,4,0,1,5716.9,0.21,0,0,1,benigno
10.222.5.97,7,1,2,5085.5,0.064,0,0,1,benigno
10.209.20.4,5,0,1,7987.2,0.148,0,0,2,benigno
10.89.141.36,9,1,1,1092.6,0.141,0,1,1,benigno
10.39.210.108,152,2,1,403.5,0.181,0,0,2,benigno
10.109.4.37,10,1,2,1406.5,0.876,0,0,1,benigno
10.251.128.187,11,8,2,3642.8,0.06,0,0,1,benigno
10.67.6.237,9,1,2,4135.8,0.039,0,0,2,benigno
10.90.112.209,10,8,2,6816.2,0.044,0,1,1,benigno
10.119.176.19,7,0,1,4347.3,0.208,0,1,1,benigno
10.96.145.63,9,0,1,5572.2,0.007,0,0,1,benigno
10.34.191.27,5,0,2,2306.1,0.04,0,0,1,benigno
10.18.3.145,9,1,1,1716.5,0.189,0,0,2,benigno
10.16.106.107,8,0,3,2510.6,0.032,0,0,1,benigno
10.65.177.85,5,1,1,3942.8,0.056,1,0,1,benigno
10.73.246.9,8,1,1,4521.3,0.062,0,1,1,benigno
10.167.91.209,192,166,26,1.3,0.343,10,0,1,brute_force
10.237.166.91,8,1,1,2758.8,0.209,0,1,1,benigno
10.3.39.13,15,11,2,2625.9,0.104,1,0,1,benigno
10.92.144.235,9,0,2,4065.3,0.149,0,0,2,benigno
10.110.172.68,11,0,2,2640.1,0.324,0,0,1,benigno
10.12.253.172,8,0,2,4007.6,0.122,0,0,1,benigno
10.31.183.217,10,2,3,911.3,0.153,0,0,2,benigno
10.171.186.118,12,2,1,2008.8,0.1,0,1,2,benigno
10.90.6.72,207,176,30,2.9,0.643,20,0,1,brute_force
10.115.104.206,152,1,1,564.7,0.034,0,0,1,benigno
10.152.241.229,5,0,3,2314.7,0.162,0,0,1,benigno
10.21.163.78,212,196,31,2.1,0.32,12,0,2,brute_force
10.234.211.110,9,0,2,4781.7,0.185,0,1,2,benigno
10.76.109.175,9,7,6,1328.7,0.512,2,0,1,brute_force
10.32.40.143,6,0,1,4621.1,0.21,0,0,1,benigno
10.212.32.62,212,200,19,0.4,0.585,19,0,2,brute_force
10.253.146.6,18,15,1,3548.4,0.001,1,0,1,benigno
10.230.17.11,9,2,3,1819.7,0.162,0,1,1,benigno
10.19.46.124,6,1,2,2853.4,0.074,0,0,1,benigno
10.51.159.137,7,1,3,3363.3,0.018,0,0,1,benigno
10.142.247.168,5,1,3,4885.0,0.346,0,0,1,benigno
10.214.200.245,4,0,1,3742.9,0.156,0,0,1,benigno
10.208.49.171,4,1,3,2158.0,0.098,0,0,1,benigno
10.125.166.231,6,1,1,4012.0,0.121,0,0,1,benigno
10.250.109.135,6,0,2,3827.7,0.109,0,0,2,benigno
10.170.211.200,8,2,2,5206.7,0.415,1,0,1,benigno
10.40.71.131,4,0,2,6926.0,0.159,0,0,1,benigno
10.49.56.143,4,1,3,3740.2,0.291,0,0,2,benigno
10.185.195.69,139,1,1,685.7,0.112,0,0,1,benigno
10.66.43.37,6,2,1,3830.3,0.108,1,0,1,benigno
10.229.200.153,207,191,24,0.6,0.651,15,0,3,brute_force
10.4.140.16,4,0,1,3667.3,0.369,0,0,1,benigno
10.153.102.192,8,1,1,3823.1,0.119,0,1,1,benigno
10.77.121.132,5,0,1,1291.6,0.15,0,1,1,benigno
10.158.14.131,6,1,2,2591.3,0.147,0,0,1,benigno
10.133.21.170,4,0,2,2256.5,0.101,0,0,1,benigno
10.74.141.18,3,0,1,2006.5,0.179,0,1,1,benigno
10.87.203.208,6,0,1,1814.0,0.172,0,0,2,benigno
10.59.141.118,10,2,1,3222.0,0.168,0,0,1,benigno
10.91.178.138,6,1,2,2298.6,0.106,0,1,1,benigno
10.202.6.106,3,3,1,1846.5,0.159,0,0,1,benigno
10.149.48.78,7,0,1,4396.7,0.384,0,1,2,benigno
10.53.66.166,10,2,2,2684.2,0.006,0,0,1,benigno
10.182.166.198,9,1,1,5834.9,0.328,0,0,1,benigno
10.146.144.200,197,190,28,0.8,0.338,20,1,1,brute_force
10.233.136.90,2,0,1,4724.2,0.323,0,1,1,benigno
10.165.18.78,8,6,1,2021.8,0.053,1,0,1,benigno
10.60.155.129,11,1,2,3730.0,0.128,0,1,1,benigno
10.244.204.6,6,1,2,2625.6,0.017,0,0,1,benigno
10.96.108.226,188,166,34,0.4,0.683,11,0,1,brute_force
10.112.97.64,12,0,1,3166.1,0.146,0,0,1,benigno
10.141.127.120,5,0,1,4976.9,0.266,0,0,1,benigno
10.114.51.211,5,0,2,3823.6,0.242,0,0,1,benigno
10.128.46.127,9,0,2,6148.6,0.072,0,0,1,benigno
10.134.133.110,3,2,1,5046.7,0.125,0,0,2,benigno
10.199.192.86,6,1,2,2295.1,0.091,0,0,1,benigno
10.101.140.251,10,0,2,3574.4,0.413,0,1,1,benigno
10.164.179.167,7,0,1,3646.1,0.279,0,1,2,benigno
10.254.143.96,5,1,1,2959.6,0.081,0,0,1,benigno
10.60.3.46,7,0,3,2474.6,0.592,0,0,1,benigno
10.28.49.170,205,179,34,1.6,0.398,11,0,3,brute_force
10.0.198.218,9,0,3,2076.6,0.198,0,0,2,benigno
10.174.2.74,8,0,2,2040.1,0.047,0,1,1,benigno
10.105.43.122,208,195,30,0.5,0.879,13,0,2,brute_force
10.13.106.69,204,179,31,3.2,0.905,13,0,1,brute_force
10.50.183.89,9,0,1,1889.0,0.082,0,0,1,benigno
10.192.48.19,10,1,1,3411.2,0.214,0,0,1,benigno
10.0.122.3,8,1,3,4651.7,0.113,0,0,1,benigno
10.22.81.233,8,1,3,5707.9,0.067,1,0,2,benigno
10.103.98.110,4,0,2,1557.1,0.181,0,0,2,benigno
10.175.203.122,6,0,1,4096.8,0.041,0,0,1,benigno
10.170.35.81,10,1,2,3612.1,0.403,0,0,1,benigno
10.199.115.133,11,0,2,3372.3,0.075,0,1,1,benigno
10.41.179.66,11,0,1,7052.8,0.265,0,0,1,benigno
10.120.24.194,6,0,3,1645.4,0.138,0,0,1,benigno
10.172.143.146,5,0,3,2599.3,0.037,0,1,2,benigno
10.73.170.216,8,0,1,3602.3,0.483,0,0,1,benigno
10.142.147.113,8,0,2,1915.9,0.057,0,1,1,benigno
10.38.53.52,9,0,1,2438.6,0.018,0,0,1,benigno
10.107.181.172,8,2,1,1385.2,0.084,0,0,1,benigno
10.191.158.51,14,0,1,6738.1,0.053,0,0,1,benigno
10.183.111.131,2,2,1,2658.4,0.058,0,0,1,benigno
10.182.98.22,15,14,1,4162.9,0.222,1,1,1,benigno
10.246.4.111,7,0,1,3635.6,0.308,0,0,1,benigno
10.136.208.5,9,2,1,2569.0,0.098,0,1,1,benigno
10.131.102.77,201,177,28,6.4,0.53,13,1,1,brute_force
10.147.163.110,3,0,2,2578.9,0.16,0,0,1,benigno
10.179.224.206,15,0,2,1939.7,0.772,0,1,1,benigno
10.181.243.16,10,1,2,6364.5,0.035,0,0,1,benigno
10.182.128.225,6,0,3,4759.7,0.19,0,0,1,benigno
10.95.174.120,206,192,27,3.3,0.414,15,0,3,brute_force
10.73.151.214,9,1,1,3543.1,0.022,0,0,1,benigno
10.137.204.211,8,1,2,3135.7,0.144,0,0,2,benigno
10.161.13.28,3,1,1,4674.1,0.03,0,0,1,benigno
10.20.97.26,7,0,1,4653.3,0.075,0,1,1,benigno
10.215.209.106,10,1,2,3845.2,0.091,0,0,2,benigno
10.75.93.42,9,7,1,2187.0,0.189,0,0,1,benigno
10.18.127.120,7,0,1,4894.9,0.04,0,0,1,benigno
10.160.2.228,6,0,1,3654.5,0.019,0,0,1,benigno
10.83.70.140,11,0,1,1695.5,0.855,0,0,1,benigno
10.19.144.194,7,6,4,3211.5,0.17,2,0,1,brute_force
10.129.141.247,144,1,1,715.9,0.193,0,0,1,benigno
10.176.156.50,12,0,2,2227.0,0.2,0,0,2,benigno
10.124.189.246,199,177,33,3.5,0.274,10,0,1,brute_force
10.130.30.48,5,1,3,4857.9,0.152,0,0,2,benigno
10.66.187.253,7,1,2,1231.2,0.187,0,1,2,benigno
10.153.22.74,9,0,2,956.2,0.136,0,0,1,benigno
10.118.52.93,12,9,5,1558.7,0.428,2,1,1,brute_force
10.83.185.55,11,8,5,1828.9,0.441,3,0,1,brute_force
10.242.21.153,13,3,2,2054.1,0.058,0,0,1,benigno
10.56.139.165,7,0,1,2447.0,0.012,0,0,2,benigno
10.165.116.63,11,8,6,903.6,0.434,0,0,1,brute_force
10.111.151.72,209,192,27,2.1,0.679,12,0,1,brute_force
10.165.84.197,6,1,1,9363.7,0.041,0,0,1,benigno
10.0.218.225,6,2,1,3420.5,0.031,0,1,2,benigno
10.140.192.53,11,8,9,2740.6,0.297,1,0,1,brute_force
10.185.193.94,6,1,2,2727.3,0.194,0,0,1,benigno
10.30.49.120,7,1,1,3517.6,0.083,0,1,1,benigno
10.21.180.75,6,1,3,8486.8,0.319,0,0,1,benigno
10.70.129.236,4,1,1,8190.1,0.09,1,0,1,benigno
10.225.249.128,9,1,2,6940.1,0.434,0,1,1,benigno
10.6.73.54,6,0,2,3956.6,0.205,0,0,1,benigno
10.34.152.127,5,1,1,2585.3,0.17,0,0,1,benigno
10.62.15.89,9,1,1,2185.1,0.292,0,1,1,benigno
10.83.8.241,209,194,28,6.3,0.645,14,0,1,brute_force
10.83.127.104,5,0,2,1811.3,0.171,0,0,1,benigno
10.145.62.206,11,9,7,2371.7,0.506,1,0,1,brute_force
